#,Player,Pts,Avg,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,Status,Bye,Salary,Column26
125,"Dulin, Ashton IND WR",51.68,3.04,0,2.1,-0.6,3.22,3.08,1.62,3,0,4.68,3.06,0,16.42,6.82,0,4.1,4.18,0,0,FA,14,0,
126,"Sharpe, Tajae ATL WR",49.3,3.287,0,1.78,1.46,3.4,10.48,0,3.88,11.78,2.42,0.5,4.36,4.52,3.1,1.62,0,0,0,0,Lemmings,6,1,
127,"Ross, John NYG WR",49.04,4.904,0,0,0,19.82,2.58,0,5.32,12.52,0,0,1.7,5.48,0,1.62,0,0,0,0,FA,10,12,
128,"Turner, Malik DAL WR",47.84,3.417,0,0,0,0,0,0,0,0,19.78,1.62,2.26,0,2.1,0,1.46,20.62,0,0,FA,7,0,
129,"Wilson, Albert MIA WR",47.24,3.374,0,5.2,0,2.26,0,3.24,0,0,2.26,16.98,3.78,5.22,6.16,0,2.14,0,0,0,FA,14,0,
130,"Ford, Isaiah MIA WR",43.76,3.366,0,0,0,0,0.98,0,8.1,0,0,15.44,0,2.26,6.82,0,9.66,0,0.5,0,FA,14,0,
131,"Grant, Jakeem CHI WR",40.42,2.695,0,-1.5,0,-0.62,0,0,0,0,0,0,2.66,5.1,18.42,14.46,1.9,0,0,0,FA,10,0,
132,"Proche, James BAL WR",40.32,2.88,0,0,5.14,14.34,3.4,0,0,0,0,0,0,0,0,0,1.78,15.66,0,0,FA,8,0,
133,"Chark, D.J. JAC WR",40.14,10.035,21.26,3.54,15.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bucklers - IR,7,4,
134,"Perriman, Breshad TBB WR",38.02,6.337,0,0,0,0,0,0,0,0,0,0,3.84,0,1.3,15.78,0,0,7.56,9.54,FA,9,0,
135,"Brown, Noah DAL WR",37.44,2.88,0,0,1.94,0,7.26,8.52,0,1.62,0,3.38,0,11.48,3.24,0,0,0,0,0,FA,7,0,
136,"Schwartz, Anthony CLE WR",37.1,2.65,14.34,0,0,0,0,2.56,4.42,0,2.9,0,0,0,0,0,0,9.9,0,2.98,FA,13,0,
137,"Campbell, Parris IND WR",36.92,6.153,4.34,0,2.44,4.52,10.96,14.66,0,0,0,0,0,0,0,0,0,0,0,0,FA,14,0,
138,"Ward, Greg PHI WR",36.4,2.141,0,-0.4,8.9,8.9,0,0,0,0,0,0,0,0,0,0,11.48,0,6.6,0.92,FA,14,0,
139,"Sanu, Mohamed SFO WR",35.82,4.477,1.62,0,7.26,7.6,4.04,0,3.06,10.94,1.3,0,0,0,0,0,0,0,0,0,FA,6,1,
140,"Harry, N'Keal NEP WR",35.44,2.953,0,0,0,2.1,1.94,0,4.98,5.8,0,4.66,3.24,0,0,0,9.32,3.4,0,0,FA,14,0,
141,"Smith-Schuster, JuJu PIT WR",35.34,7.068,10.32,15.96,5.5,2.76,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,FA,7,0,
142,"Smith-Marsette, Ihmir MIN WR",33.06,4.133,0,0,0,0,0,0,0,1.46,0,0,0,0,0,0,7.62,0,0,23.98,FA,7,0,
143,"Hodge, KhaDarel DET WR",32.62,2.039,0,0,1.94,2.58,4.22,2.44,0.98,0,0,0,0,0,1.94,0,0,3.86,14.66,0,FA,9,0,
144,"Brown, Dyami WAS WR",32.1,2.14,0.18,6.94,-0.3,3.54,0,6.3,0,0,0,0,0,0,1.46,0,0,9.48,4.5,0,FA,9,0,
